OS,Application,Library
fedora,Libreoffice,libuuid
fedora,Libreoffice,libcairo
fedora,Libreoffice,libcrypto
fedora,Libreoffice,ld-linux-x86-64
fedora,Libreoffice,libgcc_s
fedora,Libreoffice,libcrypt
fedora,Libreoffice,libcomphelper
fedora,Libreoffice,libharfbuzz-icu
fedora,Libreoffice,libXrender
fedora,Libreoffice,libssl3
fedora,Libreoffice,libdbtoolslo
fedora,Libreoffice,libi18nutil
fedora,Libreoffice,libstorelo
fedora,Libreoffice,libassuan
fedora,Libreoffice,librt
fedora,Libreoffice,libpixman-1
fedora,Libreoffice,libsofficeapp
fedora,Libreoffice,libgmodule-2.0
fedora,Libreoffice,libXau
fedora,Libreoffice,libldap-2.4
fedora,Libreoffice,libbasegfxlo
fedora,Libreoffice,libmount
fedora,Libreoffice,libsvxcorelo
fedora,Libreoffice,libeditenglo
fedora,Libreoffice,libcom_err
fedora,Libreoffice,libffi
fedora,Libreoffice,libsblo
fedora,Libreoffice,liblz4
fedora,Libreoffice,libX11
fedora,Libreoffice,libfwilo
fedora,Libreoffice,libvcllo
fedora,Libreoffice,libnettle
fedora,Libreoffice,libkeyutils
fedora,Libreoffice,libucbhelper
fedora,Libreoffice,libgobject-2.0
fedora,Libreoffice,libicui18n
fedora,Libreoffice,libxcb-shm
fedora,Libreoffice,libreglo
fedora,Libreoffice,libdbus-glib-1
fedora,Libreoffice,libnghttp2
fedora,Libreoffice,libgpgmepp
fedora,Libreoffice,libsvxlo
fedora,Libreoffice,libkrb5support
fedora,Libreoffice,libgraphite2
fedora,Libreoffice,libxmlreaderlo
fedora,Libreoffice,libXext
fedora,GIMP,libxcb-render
fedora,GIMP,libcap
fedora,GIMP,libXcomposite
fedora,GIMP,libpangocairo-1.0
fedora,GIMP,libresolv
fedora,GIMP,libXinerama
fedora,GIMP,libsystemd
fedora,GIMP,libXcursor
fedora,GIMP,libpango-1.0
fedora,GIMP,libXrender
fedora,GIMP,libgimpthumb-2.0
fedora,GIMP,libXfixes
fedora,GIMP,libgpg-error
fedora,GIMP,libm
fedora,GIMP,libgimpwidgets-2.0
fedora,GIMP,libgdk-x11-2.0
fedora,GIMP,librt
fedora,GIMP,libpixman-1
fedora,GIMP,libdatrie
fedora,GIMP,libgmodule-2.0
fedora,GIMP,libgimpconfig-2.0
fedora,GIMP,libgimpbase-2.0
fedora,GIMP,libgthread-2.0
fedora,GIMP,libpcre
fedora,GIMP,libXau
fedora,GIMP,libdbus-1
fedora,GIMP,libbz2
fedora,GIMP,libdl
fedora,GIMP,libgimpmodule-2.0
fedora,GIMP,libpthread
fedora,GIMP,libgio-2.0
fedora,GIMP,libmount
fedora,GIMP,libgimpmath-2.0
fedora,GIMP,libpcre2-8
fedora,GIMP,libXi
fedora,GIMP,libglib-2.0
fedora,GIMP,liblzma
fedora,GIMP,libgdk_pixbuf-2.0
fedora,GIMP,libexpat
fedora,GIMP,libgcrypt
fedora,GIMP,libgegl-0.2
fedora,GIMP,libffi
fedora,GIMP,liblz4
fedora,GIMP,libX11
fedora,GIMP,libblkid
fedora,GIMP,libharfbuzz
fedora,GIMP,libfreetype
fedora,GIMP,libfontconfig
fedora,GIMP,libgtk-x11-2.0
fedora,GIMP,libpng16
fedora,GIMP,libselinux
fedora,GIMP,libz
fedora,GIMP,libfribidi
fedora,GIMP,libXdamage
fedora,GIMP,libpangoft2-1.0
fedora,GIMP,libbabl-0.1
fedora,GIMP,libgobject-2.0
fedora,GIMP,libxcb-shm
fedora,GIMP,libc
fedora,GIMP,libgimpcolor-2.0
fedora,GIMP,libcairo
fedora,GIMP,libthai
fedora,GIMP,libuuid
fedora,GIMP,libatk-1.0
fedora,GIMP,libdbus-glib-1
fedora,GIMP,libXrandr
fedora,GIMP,ld-linux-x86-64
fedora,GIMP,libxcb
fedora,GIMP,libgraphite2
fedora,GIMP,libXext
fedora,GIMP,libgcc_s
fedora,InkScape,libxcb-render
fedora,InkScape,libresolv
fedora,InkScape,libXcursor
fedora,InkScape,libtiff
fedora,InkScape,libdatrie
fedora,InkScape,libinkscape_base
fedora,InkScape,libxml2
fedora,InkScape,libpcre
fedora,InkScape,libdbus-1
fedora,InkScape,libbz2
fedora,InkScape,libpthread
fedora,InkScape,libXt
fedora,InkScape,libsmime3
fedora,InkScape,libXi
fedora,InkScape,libpcre2-8
fedora,InkScape,libplc4
fedora,InkScape,libnss3
fedora,InkScape,librevenge-stream-0.0
fedora,InkScape,libwpg-0.3
fedora,InkScape,libblkid
fedora,InkScape,libpotrace
fedora,InkScape,libpng16
fedora,InkScape,libXdamage
fedora,InkScape,libssl
fedora,InkScape,libMagickCore-6.Q16
fedora,InkScape,libc
fedora,InkScape,libthai
fedora,InkScape,libnspr4
fedora,InkScape,libwpd-0.10
fedora,InkScape,libSM
fedora,InkScape,libplds4
fedora,InkScape,libcairomm-1.0
fedora,InkScape,libMagickWand-6.Q16
fedora,InkScape,libpangocairo-1.0
fedora,InkScape,libpango-1.0
fedora,InkScape,libavahi-client
fedora,InkScape,libpoppler-glib
fedora,InkScape,libavahi-glib
fedora,InkScape,libjpeg
fedora,InkScape,libdl
fedora,InkScape,liblcms2
fedora,InkScape,liblzma
fedora,InkScape,libglibmm-2.4
fedora,InkScape,libatomic_ops
fedora,InkScape,libpangomm-1.4
fedora,InkScape,libharfbuzz
fedora,InkScape,libfontconfig
fedora,InkScape,libnssutil3
fedora,InkScape,libgtk-x11-2.0
fedora,InkScape,libgiomm-2.4
fedora,InkScape,libfribidi
fedora,InkScape,libz
fedora,InkScape,libselinux
fedora,InkScape,libutil
fedora,InkScape,libatk-1.0
fedora,InkScape,libxcb
fedora,InkScape,libgdkmm-2.4
fedora,InkScape,libcap
fedora,InkScape,libXcomposite
fedora,InkScape,libsystemd
fedora,InkScape,libXfixes
fedora,InkScape,libgc
fedora,InkScape,libavahi-common
fedora,InkScape,libgpg-error
fedora,InkScape,libxslt
fedora,InkScape,libm
fedora,InkScape,libICE
fedora,InkScape,libgio-2.0
fedora,InkScape,libglib-2.0
fedora,InkScape,libgcrypt
fedora,InkScape,libgdk_pixbuf-2.0
fedora,InkScape,libexpat
fedora,InkScape,libgomp
fedora,InkScape,libstdc++
fedora,InkScape,libjbig
fedora,InkScape,libfreetype
fedora,InkScape,libMagick++-6.Q16
fedora,InkScape,libpangoft2-1.0
fedora,InkScape,libfftw3
fedora,InkScape,libuuid
fedora,InkScape,libcairo
fedora,InkScape,libatkmm-1.6
fedora,InkScape,libcrypto
fedora,InkScape,ld-linux-x86-64
fedora,InkScape,libXrandr
fedora,InkScape,libgcc_s
fedora,InkScape,libgnomevfs-2
fedora,InkScape,libXinerama
fedora,InkScape,libaspell
fedora,InkScape,libXrender
fedora,InkScape,libgtkmm-2.4
fedora,InkScape,librevenge-0.0
fedora,InkScape,libgdk-x11-2.0
fedora,InkScape,librt
fedora,InkScape,libpixman-1
fedora,InkScape,libgthread-2.0
fedora,InkScape,libgmodule-2.0
fedora,InkScape,libXau
fedora,InkScape,libmount
fedora,InkScape,libgslcblas
fedora,InkScape,libgconf-2
fedora,InkScape,libffi
fedora,InkScape,liblz4
fedora,InkScape,libX11
fedora,InkScape,libltdl
fedora,InkScape,libpopt
fedora,InkScape,libopenjp2
fedora,InkScape,libgobject-2.0
fedora,InkScape,libxcb-shm
fedora,InkScape,libgsl
fedora,InkScape,libsigc-2.0
fedora,InkScape,libdbus-glib-1
fedora,InkScape,libgraphite2
fedora,InkScape,libXext
fedora,InkScape,libpoppler
fedora,VLC,libcap
fedora,VLC,libsystemd
fedora,VLC,libvlc
fedora,VLC,libgpg-error
fedora,VLC,libm
fedora,VLC,librt
fedora,VLC,libdbus-1
fedora,VLC,libdl
fedora,VLC,libpthread
fedora,VLC,libmount
fedora,VLC,libpcre2-8
fedora,VLC,libvlccore
fedora,VLC,libgcrypt
fedora,VLC,liblzma
fedora,VLC,liblz4
fedora,VLC,libblkid
fedora,VLC,libselinux
fedora,VLC,libc
fedora,VLC,libuuid
fedora,VLC,ld-linux-x86-64
fedora,VLC,libgcc_s
opensuse,Firefox,libc
opensuse,Firefox,libdl
opensuse,Firefox,libpthread
opensuse,Firefox,ld-linux-x86-64
opensuse,Firefox,libm
opensuse,Firefox,libstdc++
opensuse,Firefox,libgcc_s
opensuse,Chromium,libcelt0
opensuse,Chromium,libvorbis
opensuse,Chromium,libxkbcommon
opensuse,Chromium,libnspr4
opensuse,Chromium,libspeex
opensuse,Chromium,libwayland-egl
opensuse,Chromium,liblz4
opensuse,Chromium,libcap
opensuse,Chromium,libicuuc
opensuse,Chromium,libgomp
opensuse,Chromium,libopenmpt
opensuse,Chromium,libxcb
opensuse,Chromium,libpng16
opensuse,Chromium,libvorbisfile
opensuse,Chromium,libpulsecommon-12.2
opensuse,Chromium,libidn2
opensuse,Chromium,libwebpmux
opensuse,Chromium,libatspi
opensuse,Chromium,libasound
opensuse,Chromium,libsnappy
opensuse,Chromium,libgnutls
opensuse,Chromium,libavahi-client
opensuse,Chromium,libpulse
opensuse,Chromium,libffi
opensuse,Chromium,libwayland-cursor
opensuse,Chromium,libbluray
opensuse,Chromium,libgraphite2
opensuse,Chromium,libGL
opensuse,Chromium,libtheoraenc
opensuse,Chromium,libjpeg
opensuse,Chromium,libvorbisenc
opensuse,Chromium,libsoxr
opensuse,Chromium,libatk-1.0
opensuse,Chromium,libsndfile
opensuse,Chromium,libk5crypto
opensuse,Chromium,libtasn1
opensuse,Chromium,libpangoft2-1.0
opensuse,Chromium,libogg
opensuse,Chromium,libexpat
opensuse,Chromium,libgmodule-2.0
opensuse,Chromium,libgtk-3
opensuse,Chromium,ld-linux-x86-64
opensuse,Chromium,libavahi-common
opensuse,Chromium,libva-x11
opensuse,Chromium,libtheoradec
opensuse,Chromium,libnssutil3
opensuse,Chromium,libstdc++
opensuse,Chromium,libEGL
opensuse,Chromium,libthai
opensuse,Chromium,libc
opensuse,Chromium,libnss3
opensuse,Chromium,libplc4
opensuse,Chromium,libfontconfig
opensuse,Chromium,libXext
opensuse,Chromium,libcairo-gobject
opensuse,Chromium,libunistring
opensuse,Chromium,libXinerama
opensuse,Chromium,libwayland-client
opensuse,Chromium,libpcre
opensuse,Chromium,libxml2
opensuse,Chromium,libatk-bridge-2.0
opensuse,Chromium,libGLdispatch
opensuse,Chromium,libcups
opensuse,Chromium,libgio-2.0
opensuse,Chromium,libkrb5
opensuse,Chromium,libXfixes
opensuse,Chromium,libvdpau
opensuse,Chromium,libsystemd
opensuse,Chromium,liblzma
opensuse,Chromium,libX11-xcb
opensuse,Chromium,libXau
opensuse,Chromium,libgssapi_krb5
opensuse,Chromium,libhogweed
opensuse,Chromium,libcrypto
opensuse,Chromium,libavutil
opensuse,Chromium,libharfbuzz
opensuse,Chromium,libopus
opensuse,Chromium,libmp3lame
opensuse,Chromium,libwebp
opensuse,Chromium,libcodec2
opensuse,Chromium,libresolv
opensuse,Chromium,libX11
opensuse,Chromium,libswresample
opensuse,Chromium,libgcrypt
opensuse,Chromium,libblkid
opensuse,Chromium,libdrm
opensuse,Chromium,libXtst
opensuse,Chromium,libminizip
opensuse,Chromium,libxcb-render
opensuse,Chromium,libtwolame
opensuse,Chromium,libXdamage
opensuse,Chromium,libcom_err
opensuse,Chromium,libGLX
opensuse,Chromium,libsmime3
opensuse,Chromium,libwebpdemux
opensuse,Chromium,libfreetype
opensuse,Chromium,libbz2
opensuse,Chromium,libXcomposite
opensuse,Chromium,libva
opensuse,Chromium,libva-drm
opensuse,Chromium,libXss
opensuse,Chromium,libgcc_s
opensuse,Chromium,libpixman-1
opensuse,Chromium,libicui18n
opensuse,Chromium,libcairo
opensuse,Chromium,libdl
opensuse,Chromium,libpthread
opensuse,Chromium,libre2
opensuse,Chromium,libsrt
opensuse,Chromium,libm
opensuse,Chromium,libvpx
opensuse,Chromium,libglib-2.0
opensuse,Chromium,libmpg123
opensuse,Chromium,libopenjp2
opensuse,Chromium,libicudata
opensuse,Chromium,libavcodec
opensuse,Chromium,libnettle
opensuse,Chromium,librt
opensuse,Chromium,libaom
opensuse,Chromium,libz
opensuse,Chromium,libFLAC
opensuse,Chromium,libgdk_pixbuf-2.0
opensuse,Chromium,libxslt
opensuse,Chromium,libuuid
opensuse,Chromium,libdatrie
opensuse,Chromium,libdbus-1
opensuse,Chromium,libavformat
opensuse,Chromium,libepoxy
opensuse,Chromium,libgpg-error
opensuse,Chromium,libgsm
opensuse,Chromium,libgobject-2.0
opensuse,Chromium,libpango-1.0
opensuse,Chromium,libxcb-shm
opensuse,Chromium,libselinux
opensuse,Chromium,libssh
opensuse,Chromium,libXi
opensuse,Chromium,libkrb5support
opensuse,Chromium,libpangocairo-1.0
opensuse,Chromium,libXrender
opensuse,Chromium,libfribidi
opensuse,Chromium,libXcursor
opensuse,Chromium,libmount
opensuse,Chromium,libXrandr
opensuse,Chromium,libgdk-3
opensuse,Chromium,libkeyutils
opensuse,Chromium,libplds4
opensuse,Chromium,libgmp
opensuse,Chromium,libp11-kit
opensuse,Audacity,libvorbis
opensuse,Audacity,libSM
opensuse,Audacity,libspeex
opensuse,Audacity,libFLAC++
opensuse,Audacity,libwx_baseu_net-suse-nostl
opensuse,Audacity,libgomp
opensuse,Audacity,libgtk-x11-2.0
opensuse,Audacity,libtiff
opensuse,Audacity,libxcb
opensuse,Audacity,libpng16
opensuse,Audacity,libvorbisfile
opensuse,Audacity,libwx_gtk2u_html-suse-nostl
opensuse,Audacity,libsratom-0
opensuse,Audacity,libasound
opensuse,Audacity,libnotify
opensuse,Audacity,libffi
opensuse,Audacity,libgraphite2
opensuse,Audacity,libGL
opensuse,Audacity,libvorbisenc
opensuse,Audacity,libjpeg
opensuse,Audacity,libsoxr
opensuse,Audacity,libatk-1.0
opensuse,Audacity,libsndfile
opensuse,Audacity,libpangoft2-1.0
opensuse,Audacity,libSDL2-2.0
opensuse,Audacity,libogg
opensuse,Audacity,libexpat
opensuse,Audacity,libgmodule-2.0
opensuse,Audacity,ld-linux-x86-64
opensuse,Audacity,libid3tag
opensuse,Audacity,libstdc++
opensuse,Audacity,libEGL
opensuse,Audacity,libthai
opensuse,Audacity,libc
opensuse,Audacity,libfontconfig
opensuse,Audacity,libmspack
opensuse,Audacity,libXext
opensuse,Audacity,libwx_baseu-suse-nostl
opensuse,Audacity,libvamp-hostsdk
opensuse,Audacity,libXinerama
opensuse,Audacity,libpcre
opensuse,Audacity,libwx_gtk2u_adv-suse-nostl
opensuse,Audacity,libGLdispatch
opensuse,Audacity,libgio-2.0
opensuse,Audacity,libXfixes
opensuse,Audacity,libmad
opensuse,Audacity,liblzma
opensuse,Audacity,libgdk-x11-2.0
opensuse,Audacity,libXau
opensuse,Audacity,libXxf86vm
opensuse,Audacity,libharfbuzz
opensuse,Audacity,libsuil-0
opensuse,Audacity,libresolv
opensuse,Audacity,libICE
opensuse,Audacity,libX11
opensuse,Audacity,libblkid
opensuse,Audacity,libxcb-render
opensuse,Audacity,libtwolame
opensuse,Audacity,libXdamage
opensuse,Audacity,libGLX
opensuse,Audacity,libfreetype
opensuse,Audacity,libserd-0
opensuse,Audacity,libbz2
opensuse,Audacity,libXcomposite
opensuse,Audacity,libgcc_s
opensuse,Audacity,libpixman-1
opensuse,Audacity,libcairo
opensuse,Audacity,libdl
opensuse,Audacity,libpthread
opensuse,Audacity,libjack
opensuse,Audacity,libm
opensuse,Audacity,libglib-2.0
opensuse,Audacity,librt
opensuse,Audacity,libFLAC
opensuse,Audacity,libz
opensuse,Audacity,libgdk_pixbuf-2.0
opensuse,Audacity,libwx_baseu_xml-suse-nostl
opensuse,Audacity,libuuid
opensuse,Audacity,libdatrie
opensuse,Audacity,libwx_gtk2u_qa-suse-nostl
opensuse,Audacity,libjbig
opensuse,Audacity,libgobject-2.0
opensuse,Audacity,libpango-1.0
opensuse,Audacity,libxcb-shm
opensuse,Audacity,libselinux
opensuse,Audacity,libXi
opensuse,Audacity,libpangocairo-1.0
opensuse,Audacity,libsord-0
opensuse,Audacity,libXrender
opensuse,Audacity,libSoundTouch
opensuse,Audacity,libfribidi
opensuse,Audacity,libXcursor
opensuse,Audacity,liblilv-0
opensuse,Audacity,libmount
opensuse,Audacity,libXrandr
opensuse,Audacity,libwx_gtk2u_core-suse-nostl
opensuse,Keepassxc,libsystemd
opensuse,Keepassxc,libsodium
opensuse,Keepassxc,libssl
opensuse,Keepassxc,liblzma
opensuse,Keepassxc,libykpers-1
opensuse,Keepassxc,libpcre2-16
opensuse,Keepassxc,libXau
opensuse,Keepassxc,libjson-c
opensuse,Keepassxc,libicudata
opensuse,Keepassxc,libyubikey
opensuse,Keepassxc,liblz4
opensuse,Keepassxc,libcap
opensuse,Keepassxc,libcrypto
opensuse,Keepassxc,libicuuc
opensuse,Keepassxc,librt
opensuse,Keepassxc,libz
opensuse,Keepassxc,libQt5DBus
opensuse,Keepassxc,ld-linux-x86-64
opensuse,Keepassxc,libharfbuzz
opensuse,Keepassxc,libQt5Gui
opensuse,Keepassxc,libudev
opensuse,Keepassxc,libxcb
opensuse,Keepassxc,libstdc++
opensuse,Keepassxc,libpng16
opensuse,Keepassxc,libdbus-1
opensuse,Keepassxc,libgcrypt
opensuse,Keepassxc,libQt5Network
opensuse,Keepassxc,libX11
opensuse,Keepassxc,libc
opensuse,Keepassxc,libusb-1.0
opensuse,Keepassxc,libGLX
opensuse,Keepassxc,libfreetype
opensuse,Keepassxc,libbz2
opensuse,Keepassxc,libproxy
opensuse,Keepassxc,libQt5Core
opensuse,Keepassxc,libgcc_s
opensuse,Keepassxc,libmodman
opensuse,Keepassxc,libpcre
opensuse,Keepassxc,libicui18n
opensuse,Keepassxc,libQt5Widgets
opensuse,Keepassxc,libdl
opensuse,Keepassxc,libargon2
opensuse,Keepassxc,libpthread
opensuse,Keepassxc,libgraphite2
opensuse,Keepassxc,libGL
opensuse,Keepassxc,libm
opensuse,Keepassxc,libGLdispatch
opensuse,Keepassxc,libdouble-conversion
opensuse,Keepassxc,libgpg-error
opensuse,Keepassxc,libglib-2.0
opensuse,Libreoffice,libjvmaccesslo
opensuse,Libreoffice,libnspr4
opensuse,Libreoffice,libboost_thread
opensuse,Libreoffice,libgpgme
opensuse,Libreoffice,libuno_cppuhelpergcc3
opensuse,Libreoffice,liblz4
opensuse,Libreoffice,libuno_salhelpergcc3
opensuse,Libreoffice,libclucene-contribs-lib
opensuse,Libreoffice,libcap
opensuse,Libreoffice,libicuuc
opensuse,Libreoffice,libnghttp2
opensuse,Libreoffice,libxcb
opensuse,Libreoffice,libpng16
opensuse,Libreoffice,libuno_sal
opensuse,Libreoffice,libidn2
opensuse,Libreoffice,libcurl
opensuse,Libreoffice,libgnutls
opensuse,Libreoffice,libgpgmepp
opensuse,Libreoffice,libavahi-client
opensuse,Libreoffice,libffi
opensuse,Libreoffice,liblangtag
opensuse,Libreoffice,libclewlo
opensuse,Libreoffice,libgraphite2
opensuse,Libreoffice,libGL
opensuse,Libreoffice,libjpeg
opensuse,Libreoffice,libpsl
opensuse,Libreoffice,libssl
opensuse,Libreoffice,libldap_r-2.4
opensuse,Libreoffice,libjvmfwklo
opensuse,Libreoffice,libassuan
opensuse,Libreoffice,libk5crypto
opensuse,Libreoffice,libtasn1
opensuse,Libreoffice,libexpat
opensuse,Libreoffice,libuno_cppu
opensuse,Libreoffice,liblber-2.4
opensuse,Libreoffice,libgmodule-2.0
opensuse,Libreoffice,libclucene-shared
opensuse,Libreoffice,ld-linux-x86-64
opensuse,Libreoffice,libavahi-common
opensuse,Libreoffice,liborcus-0.13
opensuse,Libreoffice,libnssutil3
opensuse,Libreoffice,libstdc++
opensuse,Libreoffice,libEGL
opensuse,Libreoffice,libc
opensuse,Libreoffice,libnss3
opensuse,Libreoffice,libplc4
opensuse,Libreoffice,libfontconfig
opensuse,Libreoffice,libXext
opensuse,Libreoffice,libmergedlo
opensuse,Libreoffice,libunistring
opensuse,Libreoffice,libharfbuzz-icu
opensuse,Libreoffice,libpcre
opensuse,Libreoffice,libpdfiumlo
opensuse,Libreoffice,libxml2
opensuse,Libreoffice,libGLdispatch
opensuse,Libreoffice,libgio-2.0
opensuse,Libreoffice,libcups
opensuse,Libreoffice,libkrb5
opensuse,Libreoffice,libsystemd
opensuse,Libreoffice,liblzma
opensuse,Libreoffice,libboost_locale
opensuse,Libreoffice,liborcus-parser-0.13
opensuse,Libreoffice,libXau
opensuse,Libreoffice,libgssapi_krb5
opensuse,Libreoffice,libboost_filesystem
opensuse,Libreoffice,libhogweed
opensuse,Libreoffice,libcrypto
opensuse,Libreoffice,libstorelo
opensuse,Libreoffice,libxmlreaderlo
opensuse,Libreoffice,libharfbuzz
opensuse,Libreoffice,libresolv
opensuse,Libreoffice,libX11
opensuse,Libreoffice,libunoidllo
opensuse,Libreoffice,libboost_system
opensuse,Libreoffice,libgcrypt
opensuse,Libreoffice,libxcb-render
opensuse,Libreoffice,libblkid
opensuse,Libreoffice,libeot
opensuse,Libreoffice,libcom_err
opensuse,Libreoffice,libsasl2
opensuse,Libreoffice,libGLX
opensuse,Libreoffice,libsmime3
opensuse,Libreoffice,libfreetype
opensuse,Libreoffice,libbz2
opensuse,Libreoffice,libgcc_s
opensuse,Libreoffice,libpixman-1
opensuse,Libreoffice,libicui18n
opensuse,Libreoffice,libcairo
opensuse,Libreoffice,libdl
opensuse,Libreoffice,libpthread
opensuse,Libreoffice,libm
opensuse,Libreoffice,libclucene-core
opensuse,Libreoffice,libglib-2.0
opensuse,Libreoffice,libicudata
opensuse,Libreoffice,libnettle
opensuse,Libreoffice,librt
opensuse,Libreoffice,libz
opensuse,Libreoffice,libxslt
opensuse,Libreoffice,liblcms2
opensuse,Libreoffice,libuuid
opensuse,Libreoffice,libboost_iostreams
opensuse,Libreoffice,libdbus-1
opensuse,Libreoffice,libi18nlangtag
opensuse,Libreoffice,libepoxy
opensuse,Libreoffice,libreglo
opensuse,Libreoffice,libgobject-2.0
opensuse,Libreoffice,libxcb-shm
opensuse,Libreoffice,libselinux
opensuse,Libreoffice,libssh
opensuse,Libreoffice,libkrb5support
opensuse,Libreoffice,libXrender
opensuse,Libreoffice,libp11-kit
opensuse,Libreoffice,libmount
opensuse,Libreoffice,libkeyutils
opensuse,Libreoffice,libplds4
opensuse,Libreoffice,libgmp
opensuse,Libreoffice,libgpg-error
opensuse,GIMP,libatk-1.0
opensuse,GIMP,libbabl-0.1
opensuse,GIMP,libmypaint-1.3
opensuse,GIMP,libgdk-x11-2.0
opensuse,GIMP,libXau
opensuse,GIMP,libjson-c
opensuse,GIMP,libgimpcolor-2.0
opensuse,GIMP,libpangoft2-1.0
opensuse,GIMP,libexpat
opensuse,GIMP,librt
opensuse,GIMP,libgegl-npd-0.4
opensuse,GIMP,libz
opensuse,GIMP,libgmodule-2.0
opensuse,GIMP,ld-linux-x86-64
opensuse,GIMP,libharfbuzz
opensuse,GIMP,libgdk_pixbuf-2.0
opensuse,GIMP,libgtk-x11-2.0
opensuse,GIMP,liblcms2
opensuse,GIMP,libuuid
opensuse,GIMP,libxcb
opensuse,GIMP,libexiv2
opensuse,GIMP,libresolv
opensuse,GIMP,libpng16
opensuse,GIMP,libEGL
opensuse,GIMP,libdatrie
opensuse,GIMP,libstdc++
opensuse,GIMP,libX11
opensuse,GIMP,libblkid
opensuse,GIMP,libthai
opensuse,GIMP,libc
opensuse,GIMP,libxcb-render
opensuse,GIMP,libgimpthumb-2.0
opensuse,GIMP,libgegl-0.4
opensuse,GIMP,libfontconfig
opensuse,GIMP,libgobject-2.0
opensuse,GIMP,libXdamage
opensuse,GIMP,libpango-1.0
opensuse,GIMP,libXext
opensuse,GIMP,libxcb-shm
opensuse,GIMP,libGLX
opensuse,GIMP,libgimpmodule-2.0
opensuse,GIMP,libselinux
opensuse,GIMP,libfreetype
opensuse,GIMP,libbz2
opensuse,GIMP,libgimpbase-2.0
opensuse,GIMP,libXcomposite
opensuse,GIMP,libXi
opensuse,GIMP,libgimpmath-2.0
opensuse,GIMP,libpangocairo-1.0
opensuse,GIMP,libXrender
opensuse,GIMP,libXinerama
opensuse,GIMP,libpixman-1
opensuse,GIMP,libffi
opensuse,GIMP,libfribidi
opensuse,GIMP,libpcre
opensuse,GIMP,libgcc_s
opensuse,GIMP,libXcursor
opensuse,GIMP,libcairo
opensuse,GIMP,libdl
opensuse,GIMP,libgraphite2
opensuse,GIMP,libgexiv2
opensuse,GIMP,libpthread
opensuse,GIMP,libGL
opensuse,GIMP,libXrandr
opensuse,GIMP,libmount
opensuse,GIMP,libgimpconfig-2.0
opensuse,GIMP,libm
opensuse,GIMP,libGLdispatch
opensuse,GIMP,libgio-2.0
opensuse,GIMP,libXfixes
opensuse,GIMP,libglib-2.0
opensuse,GIMP,libgimpwidgets-2.0
opensuse,InkScape,libnspr4
opensuse,InkScape,libgc
opensuse,InkScape,libpangomm-1.4
opensuse,InkScape,libicuuc
opensuse,InkScape,libgomp
opensuse,InkScape,libnghttp2
opensuse,InkScape,libgtk-x11-2.0
opensuse,InkScape,libtiff
opensuse,InkScape,libxcb
opensuse,InkScape,libpng16
opensuse,InkScape,libgsl
opensuse,InkScape,libidn2
opensuse,InkScape,libcurl
opensuse,InkScape,libvisio-0.1
opensuse,InkScape,libffi
opensuse,InkScape,libpoppler-glib
opensuse,InkScape,libgraphite2
opensuse,InkScape,libGL
opensuse,InkScape,libpotrace
opensuse,InkScape,libjpeg
opensuse,InkScape,libpsl
opensuse,InkScape,libatk-1.0
opensuse,InkScape,libssl
opensuse,InkScape,libldap_r-2.4
opensuse,InkScape,libsigc-2.0
opensuse,InkScape,libcdr-0.1
opensuse,InkScape,libk5crypto
opensuse,InkScape,libpangoft2-1.0
opensuse,InkScape,librevenge-stream-0.0
opensuse,InkScape,libexpat
opensuse,InkScape,liblber-2.4
opensuse,InkScape,libgmodule-2.0
opensuse,InkScape,ld-linux-x86-64
opensuse,InkScape,libgdkmm-2.4
opensuse,InkScape,librevenge-0.0
opensuse,InkScape,libstdc++
opensuse,InkScape,libnssutil3
opensuse,InkScape,libEGL
opensuse,InkScape,libcairomm-1.0
opensuse,InkScape,libthai
opensuse,InkScape,libc
opensuse,InkScape,libnss3
opensuse,InkScape,libplc4
opensuse,InkScape,libfontconfig
opensuse,InkScape,libXext
opensuse,InkScape,libunistring
opensuse,InkScape,libinkscape_base
opensuse,InkScape,libXinerama
opensuse,InkScape,libpcre
opensuse,InkScape,libxml2
opensuse,InkScape,libGLdispatch
opensuse,InkScape,libgio-2.0
opensuse,InkScape,libkrb5
opensuse,InkScape,libXfixes
opensuse,InkScape,liblzma
opensuse,InkScape,libgdk-x11-2.0
opensuse,InkScape,libgtkmm-2.4
opensuse,InkScape,libXau
opensuse,InkScape,libgssapi_krb5
opensuse,InkScape,libcrypto
opensuse,InkScape,libgslcblas
opensuse,InkScape,libpoppler
opensuse,InkScape,libharfbuzz
opensuse,InkScape,libwpd-0.10
opensuse,InkScape,libresolv
opensuse,InkScape,libX11
opensuse,InkScape,libblkid
opensuse,InkScape,libxcb-render
opensuse,InkScape,libglibmm-2.4
opensuse,InkScape,libatkmm-1.6
opensuse,InkScape,libXdamage
opensuse,InkScape,libcom_err
opensuse,InkScape,libGLX
opensuse,InkScape,libsasl2
opensuse,InkScape,libsmime3
opensuse,InkScape,libfreetype
opensuse,InkScape,libbz2
opensuse,InkScape,libXcomposite
opensuse,InkScape,libenchant
opensuse,InkScape,libpopt
opensuse,InkScape,libgcc_s
opensuse,InkScape,libpixman-1
opensuse,InkScape,libgiomm-2.4
opensuse,InkScape,libicui18n
opensuse,InkScape,libcairo
opensuse,InkScape,libdl
opensuse,InkScape,libpthread
opensuse,InkScape,libm
opensuse,InkScape,libglib-2.0
opensuse,InkScape,libopenjp2
opensuse,InkScape,libicudata
